value,tag
Risk,NNP
factorsSeveral,JJ
factors,NNS
make,VBP
prone,NN
migraines,NNS
including,VBG
Family,RB
history,NN
If,IN
family,NN
member,NN
migraines,NNS
good,JJ
chance,NN
developing,VBG
Age,NNP
Migraines,NNS
begin,VB
age,NN
though,IN
first,JJ
often,RB
occurs,VBZ
adolescence,NN
Migraines,NNS
tend,VBP
peak,VB
gradually,RB
become,VB
less,RBR
severe,JJ
less,RBR
frequent,JJ
following,JJ
decades,NNS
Sex,NN
Women,NNS
three,CD
times,NNS
likely,JJ
men,NNS
migraines,NNS
Hormonal,JJ
changes,NNS
For,IN
women,NNS
migraines,NNS
headaches,NNS
might,MD
begin,VB
shortly,RB
onset,NN
menstruation,NN
They,PRP
might,MD
also,RB
change,VB
pregnancy,NN
menopause,NN
Migraines,NNP
generally,RB
improve,VBP
menopause,NN
ComplicationsTaking,VBG
painkillers,NNS
often,RB
trigger,VB
serious,JJ
headaches,NNS
The,DT
risk,NN
seems,VBZ
highest,JJS
aspirin,NN
acetaminophen,NN
caffeine,NN
combinations,NNS
Overuse,IN
headaches,NNS
may,MD
also,RB
occur,VB
take,VBP
aspirin,NNS
ibuprofen,NN
Advil,NNP
Motrin,NNP
IB,NNP
others,NNS
days,NNS
month,NN
triptans,NNS
sumatriptan,NN
Imitrex,NNP
Tosymra,NNP
rizatriptan,NN
Maxalt,NNP
nine,CD
days,NNS
month,NN
headaches,NNS
occur,VBP
medications,NNS
stop,VBP
relieving,VBG
pain,NN
begin,VB
cause,VB
headaches,NNS
You,PRP
use,VB
pain,JJ
medication,NN
continues,VBZ
cycle,NN
By,IN
Mayo,NNP
Clinic,NNP
Staff,NNP
Migraine,NNP
care,NN
Mayo,NNP
Clinic,NNP
Request,NNP
Appointment,NN
Mayo,NNP
Clinic,NNP
Diagnosis,NNP
treatment,NN
July,NNP
Print,NNP
Share,NNP
FacebookTwitter,NNP
Show,NNP
references,VBZ
Cutrer,NNP
FM,NNP
et,RB
al,NN
Pathophysiology,NNP
clinical,JJ
manifestations,NNS
diagnosis,NN
migraine,NN
adults,NNS
https,NN
Accessed,VBD
Migraine,NNP
information,NN
page,NN
National,NNP
Institute,NNP
Neurological,NNP
Disorders,NNP
Stroke,NNP
https,NN
Accessed,VBD
Headache,NN
Hope,NNP
research,NN
National,NNP
Institute,NNP
Neurological,NNP
Disorders,NNP
Stroke,NNP
https,NN
Accessed,JJ
Smith,NNP
JH,NNP
et,RB
al,NN
Acute,NNP
treatment,NN
migraine,NN
adults,NNS
https,NN
Accessed,VBD
Simon,NNP
RP,NNP
et,RB
al,NN
Headache,NNP
facial,JJ
pain,NN
In,IN
Clinical,JJ
Neurology,NNP
ed,NN
McGraw,NNP
Hill,NNP
https,NN
Accessed,JJ
Ha,NNP
H,NNP
et,RB
al,NN
Migraine,NNP
headache,NN
prophylaxis,NN
American,JJ
Family,NNP
Physician,NNP
Kissoon,NNP
NR,NNP
expert,JJ
opinion,NN
Mayo,NNP
Clinic,NNP
March,NNP
Smith,NNP
JH,NNP
et,RB
al,NN
Preventive,JJ
treatment,NN
episodic,JJ
migraine,NN
adults,NNS
https,NN
Accessed,VBD
Kleinman,NNP
K,NNP
et,VBZ
al,NN
Neurology,NNP
In,IN
Harriet,NNP
Lane,NNP
Handbook,NNP
ed,NN
Elsevier,NNP
https,NN
Accessed,JJ
Taylor,NNP
FR,NNP
ABC,NNP
's,POS
headache,NN
trigger,NN
management,NN
American,JJ
Migraine,NNP
Foundation,NNP
https,NN
Accessed,JJ
AskMayoExpert,NNP
Migraine,NNP
adult,NN
adjunctive,JJ
therapy,NN
adult,NN
Mayo,NNP
Clinic,NNP
Integrative,JJ
complementary,JJ
migraine,NN
treatments,NNS
American,JJ
Migraine,NNP
Foundation,NNP
https,NN
Accessed,JJ
Riggin,VB
EA,NNP
Allscripts,NNP
EPSi,NNP
Mayo,NNP
Clinic,NNP
Rochester,NNP
March,NNP
FDA,NNP
approves,VBZ
new,JJ
treatment,NN
patients,NNS
migraine,NN
Food,NNP
Drug,NNP
Administration,NNP
https,NN
Accessed,VBN
April,NNP
Related,VBN
Alleviating,NNP
migraine,NN
pain,NN
Infographic,NNP
Migraine,JJ
Treatments,NNS
Botox,NNP
Nerve,NNP
Blocking,NNP
Managing,NNP
Headaches,NNP
Mayo,NNP
Clinic,NNP
Minute,NNP
Weathering,NNP
migraines,NNS
Mayo,NNP
Clinic,NNP
Minute,NNP
Prevent,NNP
migraines,NNS
magnetic,JJ
stimulation,NN
Migraine,NNP
medications,NNS
antidepressants,NNS
Migraine,NNP
treatment,NN
Can,MD
antidepressants,VB
help,VB
Migraines,NNPS
gastrointestinal,JJ
problems,NNS
Is,VBZ
link,NN
Migraines,NNS
Vertigo,NNP
Migraines,NNS
Are,VBP
triggered,VBN
weather,NN
changes,NNS
Occipital,NNP
nerve,NN
stimulation,NN
Effective,JJ
migraine,NN
treatment,NN
Ocular,JJ
migraine,NN
When,WRB
seek,VB
help,NN
Show,NNP
related,JJ
content,NN
Associated,NNP
Procedures,NNP
Acupuncture,NNP
Biofeedback,NNP
Botox,NNP
injections,NNS
Chiropractic,NNP
adjustment,NN
CT,NNP
scan,JJ
Lumbar,NNP
puncture,NN
spinal,JJ
tap,NN
Massage,NNP
therapy,NN
MRI,NNP
Show,NNP
associated,JJ
procedures,NNS
News,NNP
Mayo,NNP
Clinic,NNP
'SEEDS,POS
',''
success,NN
migraine,JJ
management,NN
CDT,NNP
Science,NNP
Saturday,NNP
Opioids,NNP
provide,VBP
low,JJ
evidence,NN
pain,NN
relief,NN
migraine,NN
CDT,NNP
Mayo,NNP
Clinic,NNP
Minute,NNP
Can,MD
weather,VB
trigger,NN
migraines,NNS
June,NNP
CDT,NNP
Mayo,NNP
Clinic,NNP
Q,NNP
A,NNP
Headaches,NNP
menstruation,NN
June,NNP
CDT,NNP
Weathering,NNP
migraines,NNS
Mayo,NNP
Clinic,NNP
Radio,NNP
Health,NNP
Minute,NNP
CDT,NNP
Mayo,NNP
Clinic,NNP
Minute,NNP
Why,WRB
summer,NN
weather,NN
trigger,VB
migraines,NNS
CDT,NNP
Show,NNP
news,NN
Mayo,NNP
Clinic,NNP
Products,NNP
Services,NNPS
Book,NN
Mayo,NNP
Clinic,NNP
Family,NNP
Health,NNP
Book,NNP
Edition,NN
Book,NNP
Mayo,NNP
Clinic,NNP
Guide,NNP
Pain,VB
Relief,JJ
Newsletter,NN
Mayo,NNP
Clinic,NNP
Health,NNP
Letter,NNP
Digital,NNP
Edition,NNP
Show,NNP
products,NNS
services,NNS
Mayo,NNP
Clinic,NNP
MigraineSymptoms,NNP
causesDiagnosis,NN
treatmentDoctors,NNS
departmentsCare,NN
Mayo,NNP
Clinic,NNP
Advertisement,NNP
Mayo,NNP
Clinic,NNP
endorse,VB
companies,NNS
products,NNS
Advertising,NN
revenue,NN
supports,VBZ
mission,NN
Advertising,NNP
Sponsorship,NNP
Policy,NNP
Opportunities,NNP
Ad,NNP
Choices,NNP
Mayo,NNP
Clinic,NNP
Press,NNP
Check,NNP
special,JJ
offers,NNS
books,NNS
newsletters,NNS
Mayo,NNP
Clinic,NNP
Try,NNP
Mayo,NNP
Clinic,NNP
Health,NNP
Letter,NNP
get,NN
FREE,NNP
bookNEW,NN
Back,NNP
Neck,NNP
HealthMayo,NNP
Clinic,NNP
Digestive,NNP
HealthNEW,NNP
Live,JJ
Younger,JJR
LongerSimple,NNP
effective,JJ
Home,NNP
Remedies,NNP
Patient,NNP
Care,NNP
Health,NNP
Information,NNP
Diseases,NNP
Conditions,NNP
Migraine,NNP
Disorder,NNP
resulting,VBG
recurrent,JJ
headaches,NNS
italic,JJ
normal,JJ
This,DT
article,NN
disorder,NN
For,IN
uses,NNS
see,VBP
Migraine,NNP
disambiguation,NN
Medical,JJ
border,NN
none,NN
margin,NN
width,NN
auto,NN
clear,JJ
none,NN
float,NN
none,NN
transparent,NN
margin,NN
auto,NN
MigraineWoman,NNP
migraine,NN
headacheSpecialtyNeurologySymptomsHeadaches,NNS
nausea,NN
sensitivity,NN
light,NN
sensitivity,NN
sound,VB
sensitivity,NN
smell,VB
Usual,NNP
onsetAround,IN
puberty,NN
DurationRecurrent,NNP
long,JJ
term,NN
CausesEnvironmental,NNP
genetic,JJ
Risk,NNP
factorsFamily,RB
history,NN
female,JJ
Differential,NNP
diagnosisSubarachnoid,NN
hemorrhage,NN
venous,JJ
thrombosis,NN
idiopathic,JJ
intracranial,JJ
hypertension,NN
brain,NN
tumor,NN
tension,NN
headache,NN
sinusitis,NN
cluster,NN
headache,NN
PreventionMetoprolol,NNP
valproate,NN
topiramate,VB
MedicationIbuprofen,NNP
paracetamol,NN
acetaminophen,NN
triptans,NNS
ergotamines,NNS
A,DT
migraine,NN
UK,NNP
US,PRP
primary,JJ
headache,NN
disorder,NN
characterized,VBN
recurrent,NN
headaches,NNS
moderate,JJ
severe,VB
Typically,NNP
episodes,VBZ
affect,VBP
one,CD
side,NN
head,NN
pulsating,VBG
nature,NN
last,JJ
hours,NNS
three,CD
days,NNS
Associated,NNP
symptoms,NNS
may,MD
include,VB
nausea,NN
vomiting,NN
sensitivity,NN
light,NN
sound,NN
smell,NN
The,DT
pain,NN
generally,RB
made,VBN
worse,JJR
physical,JJ
activity,NN
although,IN
regular,JJ
exercise,NN
may,MD
prophylactic,JJ
effects,NNS
Up,NNP
people,NNS
affected,VBN
aura,VBN
typically,RB
short,JJ
period,NN
visual,JJ
disturbance,NN
signals,VBZ
headache,NN
soon,RB
occur,VB
Occasionally,NNP
aura,NN
occur,VB
little,JJ
headache,NN
following,VBG
everyone,NN
symptom,NN
Migraine,NNP
believed,VBN
due,JJ
mixture,NN
environmental,JJ
genetic,JJ
factors,NNS
About,IN
cases,NNS
run,VBP
families,NNS
Changing,NNP
hormone,NN
levels,NNS
may,MD
also,RB
play,VB
role,NN
migraine,JJ
affects,NNS
slightly,RB
boys,NNS
girls,NNS
puberty,NN
two,CD
three,CD
times,NNS
women,NNS
men,NNS
The,DT
risk,NN
migraine,NN
usually,RB
decreases,VBZ
pregnancy,NN
menopause,NN
The,DT
underlying,JJ
mechanisms,NNS
fully,RB
known,VBN
They,PRP
however,RB
believed,VBD
involve,VB
nerves,NNS
blood,NN
vessels,NNS
brain,NN
Initial,NNP
recommended,VBD
treatment,NN
simple,JJ
pain,NN
medication,NN
ibuprofen,NN
paracetamol,NN
acetaminophen,NN
headache,NN
medication,NN
nausea,NN
avoidance,NN
triggers,NNS
Specific,NNP
medications,NNS
triptans,NNS
ergotamines,NNS
may,MD
used,VBN
simple,JJ
pain,NN
medications,NNS
effective,JJ
Caffeine,NNP
combination,NN
analgesics,NNS
safe,JJ
effective,JJ
treatment,NN
acute,JJ
migraine,NN
A,DT
number,NN
medications,NNS
useful,JJ
prevent,VB
attacks,NNS
including,VBG
metoprolol,NN
valproate,NN
topiramate,NN
Globally,NNP
approximately,RB
people,NNS
affected,VBN
migraine,NN
In,IN
Global,NNP
Burden,NNP
Disease,NNP
Study,NNP
ranked,VBN
third,JJ
prevalent,JJ
disorder,NN
world,NN
It,PRP
often,RB
starts,VBZ
puberty,NN
worst,JJ
middle,JJ
age,NN
As,IN
one,CD
common,JJ
causes,NNS
disability,NN
An,DT
early,JJ
description,NN
consistent,NN
migraines,NNS
contained,VBN
Ebers,NNP
papyrus,NN
written,VBN
around,IN
BC,NNP
ancient,JJ
Egypt,NNP
The,DT
word,NN
migraine,NN
Greek,JJ
'pain,''
half,NN
head,NN
',POS
'half,''
',POS
'skull,''
',POS
ul,NN
ul,NN
ul,NN
ul,NN
ul,NN
ul,JJ
display,NN
none,NN
Contents,VBZ
Signs,NNP
symptoms,VBD
Prodrome,NNP
phase,NN
Aura,NNP
phase,NN
Pain,NNP
phase,NN
Silent,NNP
migraine,NN
Postdrome,NNP
Cause,NNP
Genetics,NNP
Triggers,NNP
Physiological,NNP
aspects,NNS
Dietary,NNP
aspects,NNS
Environmental,JJ
aspects,NNS
Pathophysiology,NNP
Aura,NNP
Pain,NNP
Neuromodulators,NNS
Diagnosis,NNP
Classification,NNP
Abdominal,NNP
migraine,NN
Differential,NNP
diagnosis,NN
Prevention,NNP
Medication,NNP
Alternative,NNP
therapies,NNS
Devices,NNPS
surgery,VB
Management,NNP
Analgesics,NNP
Antiemetics,NNP
Triptans,NNPS
CGRP,NNP
receptor,NN
antagonists,VBZ
Ergotamines,NNS
Magnesium,NNP
Other,JJ
Children,NNP
Chronic,NNP
migraine,NN
Prognosis,NNP
Epidemiology,NNP
History,NNP
Society,NNP
culture,NN
Research,NNP
Potential,NNP
prevention,NN
mechanisms,VBD
Potential,NNP
gender,NN
dependency,NN
See,NNP
also,RB
References,NNS
Notes,NNS
Further,NNP
reading,VBG
External,JJ
links,NNS
Signs,NNP
symptoms,NNS
edit,NN
Migraine,NNP
typically,RB
presents,VBZ
recurrent,NN
severe,JJ
headache,NN
associated,VBN
autonomic,JJ
symptoms,NNS
About,IN
people,NNS
living,VBG
migraine,JJ
experience,NN
episodes,NNS
aura,NN
also,RB
frequently,RB
experience,VB
episodes,NNS
without,IN
aura,NN
The,DT
severity,NN
pain,NN
duration,NN
headache,NN
frequency,NN
attacks,NNS
variable,JJ
A,NNP
migraine,NN
lasting,NN
longer,JJR
hours,NNS
termed,JJ
status,NN
migrainosus,NN
There,EX
four,CD
possible,JJ
phases,NNS
migraine,NN
although,IN
phases,NNS
necessarily,RB
experienced,VBN
The,DT
prodrome,NN
occurs,VBZ
hours,NNS
days,NNS
headache,NN
The,DT
aura,NN
immediately,RB
precedes,VBZ
headache,NN
The,DT
pain,NN
phase,NN
also,RB
known,VBN
headache,NN
phase,IN
The,DT
postdrome,NN
effects,NNS
experienced,VBD
following,VBG
end,NN
migraine,JJ
attack,NN
Migraine,NNP
associated,VBN
major,JJ
depression,NN
bipolar,JJ
disorder,NN
anxiety,NN
disorders,NNS
disorder,NN
These,DT
psychiatric,JJ
disorders,NNS
approximately,RB
times,NNS
common,JJ
people,NNS
without,IN
aura,NN
times,NNS
common,JJ
people,NNS
aura,NN
Prodrome,NNP
phase,NN
edit,NN
Prodromal,NNP
premonitory,NN
symptoms,NNS
occur,VBP
migraines,NNS
onset,NN
range,VB
two,CD
hours,NNS
two,CD
days,NNS
start,NN
pain,NN
aura,NN
These,DT
symptoms,NNS
may,MD
include,VB
wide,JJ
variety,NN
phenomena,NN
including,VBG
altered,VBD
mood,NN
irritability,NN
depression,NN
euphoria,NN
fatigue,NN
craving,VBG
certain,JJ
food,NN
stiff,JJ
muscles,NNS
especially,RB
neck,NN
constipation,NN
diarrhea,NN
sensitivity,NN
smells,NNS
noise,NN
This,DT
may,MD
occur,VB
either,DT
migraine,NN
aura,NN
migraine,NN
without,IN
aura,NN
Neuroimaging,NNP
indicates,VBZ
limbic,JJ
system,NN
hypothalamus,NN
origin,NN
prodromal,JJ
symptoms,NNS
migraine,NN
Aura,NNP
phase,NN
edit,NN
Aura,NNP
transient,JJ
focal,JJ
neurological,JJ
phenomenon,NN
occurs,VBZ
headache,NN
Aura,NNP
appears,VBZ
gradually,RB
number,NN
minutes,NNS
usually,RB
occurring,VBG
minutes,NNS
generally,RB
lasts,VBZ
less,JJR
minutes,NNS
Symptoms,NNS
visual,JJ
sensory,JJ
motoric,JJ
nature,NN
many,JJ
people,NNS
experience,RB
one,CD
Visual,NNP
effects,NNS
occur,VBP
frequently,RB
occur,VBP
cases,NNS
cases,NNS
accompanied,VBN
sensory,NN
motor,NN
effects,NNS
Visual,NNP
disturbances,NNS
often,RB
consist,VBP
scintillating,NN
scotoma,NN
area,NN
partial,JJ
alteration,NN
field,NN
vision,NN
flickers,NNS
may,MD
interfere,VB
person,NN
's,POS
ability,NN
read,VB
drive,VB
These,DT
typically,RB
start,VBP
near,IN
center,NN
vision,NN
spread,VB
sides,NNS
zigzagging,VBG
lines,NNS
described,VBN
looking,VBG
like,IN
fortifications,NNS
walls,NNS
castle,NN
Usually,RB
lines,NNS
black,JJ
white,JJ
people,NNS
also,RB
see,VBP
colored,JJ
lines,NNS
Some,DT
people,NNS
lose,VBP
part,NN
field,NN
vision,NN
known,VBN
hemianopsia,NN
others,NNS
experience,RB
blurring,VBG
Sensory,NNP
aura,NN
second,JJ
common,JJ
type,NN
occur,VBP
people,NNS
auras,NNS
Often,NNP
feeling,NN
begins,NNS
one,CD
side,NN
hand,NN
arm,NN
spreads,NNS
area,NN
side,NN
Numbness,NNP
usually,RB
occurs,VBZ
tingling,NN
passed,VBN
loss,NN
position,NN
sense,NN
Other,JJ
symptoms,NNS
aura,JJ
phase,NN
include,VB
speech,NN
language,NN
disturbances,NNS
world,NN
spinning,NN
less,JJR
commonly,RB
motor,NN
problems,NNS
Motor,NNP
symptoms,NNS
indicate,VBP
hemiplegic,JJ
migraine,NN
weakness,NN
often,RB
lasts,VBZ
longer,JJR
one,CD
hour,NN
unlike,IN
auras,NNS
Auditory,NNP
hallucinations,NNS
delusions,NNS
also,RB
described,VBN
Pain,NNP
phase,NN
edit,NN
Classically,NNP
headache,NN
unilateral,JJ
throbbing,NN
moderate,VB
severe,VB
intensity,NN
It,PRP
usually,RB
comes,VBZ
gradually,RB
aggravated,VBN
physical,JJ
activity,NN
However,RB
effects,NNS
physical,JJ
activity,NN
migraine,NN
complex,JJ
researchers,NNS
concluded,VBN
exercise,NN
trigger,VB
migraine,JJ
attacks,NNS
regular,JJ
exercise,NN
may,MD
prophylactic,JJ
effect,NN
decrease,NN
frequency,NN
attacks,NNS
The,DT
feeling,NN
pulsating,VBG
pain,NN
phase,NN
pulse,NN
In,IN
cases,NNS
however,RB
pain,NN
may,MD
bilateral,JJ
neck,NN
pain,NN
commonly,RB
associated,VBN
Bilateral,NNP
pain,NN
particularly,RB
common,JJ
migraine,VBN
without,IN
aura,NN
Less,NNP
commonly,RB
pain,VBP
may,MD
occur,VB
primarily,RB
back,NN
top,NN
head,NN
The,DT
pain,NN
usually,RB
lasts,VBZ
hours,NNS
adults,NNS
however,RB
young,JJ
children,NNS
frequently,RB
lasts,VBZ
less,JJR
hour,NN
The,DT
frequency,NN
attacks,NNS
variable,JJ
lifetime,NN
several,JJ
week,NN
average,JJ
one,CD
month,NN
The,DT
pain,NN
frequently,RB
accompanied,VBN
nausea,NN
vomiting,VBG
sensitivity,NN
light,NN
sensitivity,NN
sound,VB
sensitivity,NN
smells,NNS
fatigue,NN
irritability,NN
Many,NNP
thus,RB
seek,VBP
dark,NN
quiet,JJ
room,NN
In,IN
basilar,JJ
migraine,NN
migraine,NN
neurological,JJ
symptoms,NNS
related,VBN
brain,NN
stem,NN
neurological,JJ
symptoms,NNS
sides,NNS
body,NN
common,JJ
effects,NNS
include,VBP
sense,NN
world,NN
spinning,NN
confusion,NN
Nausea,NNP
occurs,VBZ
almost,RB
people,NNS
vomiting,VBG
occurs,NNS
Other,JJ
symptoms,NNS
may,MD
include,VB
blurred,JJ
vision,NN
nasal,JJ
stuffiness,NN
diarrhea,NN
frequent,JJ
urination,NN
pallor,NN
sweating,VBG
Swelling,NNP
tenderness,NN
scalp,NN
may,MD
occur,VB
neck,VB
stiffness,NN
Associated,VBN
symptoms,NNS
less,JJ
common,JJ
elderly,JJ
Silent,NNP
migraine,NN
edit,NN
Sometimes,NNP
aura,NN
occurs,NNS
without,IN
subsequent,JJ
headache,NN
This,DT
known,VBN
modern,JJ
classification,NN
typical,JJ
aura,NN
without,IN
headache,NN
acephalgic,JJ
migraine,NN
previous,JJ
classification,NN
commonly,RB
silent,JJ
migraine,NN
However,RB
silent,JJ
migraine,NN
still,RB
produce,VB
debilitating,VBG
symptoms,NNS
visual,JJ
disturbance,NN
vision,NN
loss,NN
half,NN
eyes,NNS
alterations,NNS
color,NN
perception,NN
sensory,NN
problems,NNS
like,IN
sensitivity,NN
light,NN
sound,NN
odors,NNS
aura,VB
sudden,JJ
outbreak,NN
without,IN
headache,NN
scary,JJ
It,PRP
last,JJ
minutes,NNS
usually,RB
longer,JJR
minutes,NNS
recur,VB
appear,VB
isolated,JJ
event,NN
Postdrome,NNP
edit,NN
The,DT
migraine,NN
postdrome,NN
could,MD
defined,VBN
constellation,NN
symptoms,NNS
occurring,VBG
acute,NN
headache,NN
settled,VBN
Many,NNP
report,VBP
sore,NN
feeling,NN
area,NN
migraine,NN
report,NN
impaired,VBD
thinking,VBG
days,NNS
headache,NN
passed,VBN
The,DT
person,NN
may,MD
feel,VB
tired,VBD
hung,NN
head,VBN
pain,NN
cognitive,JJ
difficulties,NNS
gastrointestinal,JJ
symptoms,NNS
mood,NN
changes,NNS
weakness,NN
According,VBG
one,CD
summary,NN
Some,DT
people,NNS
feel,VBP
unusually,RB
refreshed,VBN
euphoric,VBN
attack,NN
whereas,JJ
others,NNS
note,VBP
depression,NN
malaise,NN
For,IN
individuals,NNS
vary,VB
time,NN
Cause,NNP
edit,NN
The,DT
underlying,JJ
causes,NNS
migraines,NNS
unknown,JJ
However,RB
believed,VBN
related,VBN
mix,NN
environmental,JJ
genetic,JJ
factors,NNS
They,PRP
run,VBP
families,NNS
cases,NNS
rarely,RB
occur,VBP
due,JJ
single,JJ
gene,NN
defect,NN
While,IN
migraines,NNS
believed,VBN
common,JJ
high,JJ
intelligence,NN
appear,VB
true,JJ
A,NNP
number,NN
psychological,JJ
conditions,NNS
associated,VBN
including,VBG
depression,NN
anxiety,NN
bipolar,JJ
disorder,NN
many,JJ
biological,JJ
events,NNS
triggers,NNS
Genetics,NNS
edit,NN
Main,NNP
article,NN
Genetics,NNS
migraine,NN
headaches,NNS
Studies,NNPS
twins,NNS
indicate,VBP
genetic,JJ
influence,NN
likelihood,NN
develop,VB
migraine,NN
This,DT
genetic,JJ
relationship,NN
stronger,JJR
migraine,NN
aura,NN
migraines,NNS
without,IN
aura,NN
A,DT
number,NN
specific,JJ
variants,NNS
genes,NNS
increase,VBP
risk,NN
small,JJ
moderate,JJ
amount,NN
Single,NNP
gene,NN
disorders,NNS
result,VBP
migraines,NNS
rare,JJ
One,CD
known,VBN
familial,JJ
hemiplegic,NN
migraine,NN
type,NN
migraine,NN
aura,NN
inherited,VBN
autosomal,JJ
dominant,JJ
fashion,NN
Four,CD
genes,NNS
shown,VBN
involved,VBN
familial,JJ
hemiplegic,JJ
migraine,NN
Three,CD
genes,NNS
involved,VBN
ion,NN
transport,NN
The,DT
fourth,JJ
axonal,JJ
protein,NN
associated,VBN
exocytosis,NN
complex,NN
Another,DT
genetic,JJ
disorder,NN
associated,VBN
migraine,NN
CADASIL,NNP
syndrome,NN
cerebral,JJ
autosomal,JJ
dominant,JJ
arteriopathy,NN
subcortical,JJ
infarcts,NNS
leukoencephalopathy,NN
One,CD
found,VBD
protective,JJ
effect,NN
angiotensin,NN
converting,VBG
enzyme,JJ
polymorphisms,NNS
migraine,NN
The,DT
gene,NN
codes,VBZ
cation,NN
channel,NN
linked,VBN
migraines,NNS
Triggers,NNP
edit,NN
Migraine,NNP
may,MD
induced,VBN
triggers,NNS
reporting,VBG
influence,NN
minority,NN
cases,NNS
others,NNS
majority,NN
Many,JJ
things,NNS
fatigue,NN
certain,JJ
foods,NNS
weather,NN
labeled,VBN
triggers,NNS
however,RB
strength,NN
significance,NN
relationships,NNS
uncertain,JJ
Most,RBS
people,NNS
migraines,NNS
report,NN
experiencing,VBG
triggers,NNS
Symptoms,NNP
may,MD
start,VB
hours,NNS
trigger,NN
Physiological,NNP
aspects,NNS
edit,NN
Common,NNP
triggers,NNS
quoted,VBN
stress,JJ
hunger,NN
fatigue,NN
equally,RB
contribute,VBP
tension,VB
headaches,NNS
Psychological,NNP
stress,NN
reported,VBN
factor,NN
people,NNS
Migraine,NNP
also,RB
associated,VBN
stress,NN
disorder,NN
abuse,NN
Migraine,NNP
episodes,NNS
likely,JJ
occur,VB
around,IN
menstruation,NN
Other,JJ
hormonal,JJ
influences,NNS
menarche,NN
oral,JJ
contraceptive,NN
use,NN
pregnancy,NN
perimenopause,NN
menopause,NN
also,RB
play,VBP
role,NN
These,DT
hormonal,JJ
influences,NNS
seem,VBP
play,VB
greater,JJR
